AP Name,Status,Total user,Availability
CMU_COM_LIBR_AP6692,"up 0d,19h,29m",0,94.41%
CMU_COM_LIBR_AP6693,"up 7d,19h,29m",0,94.69%
CMU_COM_MASS_AP0040,"up 135d,8h,29m",0,99.00%
CMU_COM_MASS_AP0041,"up 135d,8h,29m",0,99.13%
CMU_COM_MASS_AP0042,"up 57d,19h,29m",0,99.03%
CMU_COM_MASS_AP0043,"up 7d,19h,29m",0,98.50%
CMU_COM_MASS_AP0044,"up 130d,5h,9m",0,99.10%
CMU_COM_MASS_AP0045,"up 7d,19h,29m",0,98.44%
CMU_COM_MASS_AP0046,"up 135d,8h,29m",0,99.04%
CMU_COM_MASS_AP0047,"up 135d,8h,29m",0,99.01%
CMU_COM_MASS_AP0048,"up 125d,5h,49m",0,98.62%
CMU_COM_MASS_AP0622,"up 135d,8h,29m",0,99.27%
CMU_COM_MASS_AP0623,"up 135d,8h,29m",0,99.32%
CMU_COM_MASS_AP0624,"up 135d,8h,29m",0,99.24%
CMU_COM_MASS_AP0625,"up 88d,14h,4m",0,99.30%
CMU_COM_MASS_AP0626,"up 135d,8h,29m",0,99.25%
CMU_COM_MASS_AP0627,"up 58d,15h,19m",0,99.14%
CMU_COM_MASS_AP0628,"up 135d,8h,29m",2,99.25%
CMU_COM_MASS_AP0629,"up 135d,8h,29m",0,99.26%
CMU_COM_MASS_AP0630,"up 135d,8h,29m",0,99.30%
CMU_COM_MASS_AP0631,"up 57d,19h,29m",0,98.60%
CMU_COM_MASS_AP0632,"up 135d,8h,19m",0,99.08%
CMU_COM_MASS_AP0633,"up 135d,8h,19m",2,99.16%
CMU_COM_MASS_AP0634,"up 135d,8h,29m",0,97.08%
CMU_COM_MASS_AP0635,"up 135d,8h,19m",3,97.64%
CMU_COM_MASS_AP0636,"up 95d,10h,39m",2,99.11%
CMU_COM_MASS_AP0637,"up 135d,8h,29m",0,99.09%
CMU_COM_MASS_AP0638,"up 135d,8h,29m",0,99.12%
CMU_COM_MASS_AP0639,"up 125d,5h,49m",0,98.50%
CMU_COM_MASS_AP0640,"up 125d,5h,49m",1,98.40%
CMU_COM_MASS_AP0641,"up 11d,19h,29m",0,97.89%
CMU_COM_MASS_AP5325,"up 135d,8h,24m",0,99.81%
CMU_COM_MASS_AP5326,"up 135d,8h,19m",0,99.82%
CMU_COM_MASS_AP5327,"up 135d,8h,19m",1,99.76%
CMU_COM_MASS_AP5328,"up 135d,8h,24m",0,99.83%
CMU_COM_MASS_AP5329,"up 135d,8h,19m",0,99.81%
CMU_COM_MASS_AP5330,"up 135d,8h,4m",0,99.82%
CMU_COM_MASS_AP5331,"up 122d,19h,29m",0,99.81%
CMU_COM_MASS_AP5332,"up 135d,8h,29m",0,99.82%
CMU_COM_MASS_AP5333,"up 135d,8h,19m",0,99.81%
CMU_COM_MASS_AP5334,"up 135d,8h,19m",0,99.47%
CMU_COM_MASS_AP5335,"up 0d,0h,19m",0,99.75%
CMU_COM_MASS_AP5336,"up 135d,8h,19m",0,99.79%
CMU_COM_MASS_AP5337,"up 12d,19h,29m",0,99.56%
CMU_COM_MASS_AP5338,"up 44d,11h,24m",0,99.75%
CMU_COM_MASS_AP5339,"up 44d,11h,44m",0,99.82%
CMU_COM_MASS_AP5340,"up 135d,8h,19m",0,99.64%
CMU_COM_MASS_AP5341,"up 135d,8h,29m",0,99.81%
CMU_COM_MASS_AP5342,"up 2d,19h,29m",0,99.78%
CMU_COM_MASS_AP5343,"up 122d,19h,29m",0,99.81%
CMU_COM_MASS_AP5344,"up 122d,19h,29m",0,99.79%
CMU_COM_MASS_AP5345,"up 135d,8h,29m",0,99.49%
CMU_COM_MASS_AP5346,"up 40d,6h,29m",0,99.50%
CMU_COM_MASS_AP5347,"up 123d,19h,29m",1,98.30%
CMU_COM_MASS_AP5348,"up 57d,19h,29m",0,98.55%
CMU_COM_MASS_AP5349,"up 57d,19h,29m",0,99.61%
CMU_COM_MASS_AP5350,"up 57d,19h,29m",0,99.61%
CMU_COM_MASS_AP5351,"up 44d,11h,59m",0,99.23%
CMU_COM_MASS_AP5352,"up 57d,19h,29m",0,98.20%
CMU_COM_MASS_AP5353,"up 135d,8h,29m",6,98.27%
CMU_COM_MASS_AP5354,"up 135d,8h,29m",2,98.46%
CMU_COM_MASS_AP5355,"up 135d,8h,29m",2,98.19%
CMU_COM_MASS_AP5356,"up 135d,8h,14m",2,99.62%
CMU_COM_MASS_AP5357,"up 135d,8h,29m",4,99.60%
CMU_COM_MASS_AP5358,"up 57d,19h,29m",0,98.28%
CMU_COM_MASS_AP5359,"up 57d,19h,29m",0,98.33%
CMU_COM_MASS_AP5360,"up 57d,19h,29m",0,98.99%
CMU_COM_MASS_AP5361,"up 57d,19h,29m",0,99.08%
CMU_COM_MASS_AP5362,"up 135d,8h,29m",0,98.68%
CMU_COM_MASS_AP5363,"up 57d,19h,29m",2,99.58%
CMU_COM_MASS_AP5364,"up 57d,19h,29m",0,99.19%
CMU_COM_MASS_AP5365,"up 135d,8h,29m",1,98.64%
CMU_COM_MASS_AP5366,"up 57d,19h,29m",1,98.22%
CMU_COM_MASS_AP5367,"up 135d,8h,29m",0,98.94%
CMU_COM_MASS_AP5368,"up 135d,8h,29m",2,98.65%
CMU_COM_MASS_AP5369,"up 135d,8h,29m",0,99.37%
CMU_COM_MASS_AP5370,"up 135d,8h,29m",0,99.60%
CMU_COM_MASS_AP5371,"up 135d,8h,29m",0,99.49%
CMU_COM_MASS_AP5372,"up 135d,8h,29m",0,99.61%
CMU_COM_MASS_AP5373,"up 57d,19h,29m",0,99.51%
CMU_COM_MASS_AP5374,"up 4d,8h,59m",0,99.30%
CMU_COM_MASS_AP5375,"up 57d,19h,29m",0,97.97%
CMU_COM_MASS_AP5376,"up 57d,19h,29m",0,98.76%
CMU_COM_MASS_AP5377,"up 57d,19h,29m",0,99.43%
CMU_COM_MASS_AP5378,"up 6d,19h,29m",0,97.89%
CMU_COM_MASS_AP5379,"up 125d,5h,49m",0,99.51%
CMU_COM_MASS_AP5380,"up 125d,5h,49m",0,99.50%
CMU_COM_MASS_AP5381,"up 125d,5h,49m",1,99.38%
CMU_COM_MASS_AP5382,"up 29d,17h,34m",0,99.51%
CMU_COM_MASS_AP5383,"up 135d,8h,29m",0,98.82%
CMU_COM_MASS_AP6716,"up 12d,19h,29m",0,99.92%
CMU_COM_MASS_AP6717,"up 12d,19h,29m",0,99.92%
CMU_COM_MASS_AP6718,"up 6d,19h,29m",0,99.92%
CMU_COM_MASS_AP6719,"up 57d,19h,29m",0,99.93%
CMU_COM_MASS_AP6720,"up 16d,19h,29m",0,73.73%
CMU_COM_MASS_AP6721,"up 12d,19h,29m",0,99.93%
CMU_COM_MASS_AP6722,"up 16d,19h,29m",0,99.93%
CMU_COM_MASS_AP6723,"up 16d,19h,29m",0,99.93%
CMU_COM_MASS_AP6724,"up 57d,19h,29m",1,99.93%
CMU_COM_MASS_AP7742,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7743,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7744,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7745,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7746,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7747,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7748,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7749,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7750,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7751,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7752,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7753,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7754,"up 2d,19h,29m",0,97.68%
CMU_COM_MASS_AP7755,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7756,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7757,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7758,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7759,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7760,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7761,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7762,"up 7d,19h,29m",0,97.79%
CMU_COM_MASS_AP7763,"up 6d,19h,29m",1,97.31%
CMU_COM_MASS_AP7764,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7765,"up 2d,19h,29m",0,97.80%
CMU_COM_MASS_AP7766,"up 2d,19h,29m",0,97.47%
CMU_COM_MASS_AP7767,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7768,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7769,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7770,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7771,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7772,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7773,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7774,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7775,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7776,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7777,"up 2d,19h,29m",0,97.79%
CMU_COM_MASS_AP7778,"up 125d,5h,49m",1,95.93%
CMU_COM_MASS_AP7779,"up 125d,5h,49m",1,95.96%
CMU_COM_MASS_AP7780,"up 8d,19h,29m",0,96.59%
CMU_COM_MASS_AP7834,"up 25d,19h,29m",0,28.35%
CMU_COM_MASS_AP7835,"up 25d,19h,29m",0,99.72%
CMU_COM_OD_AP1001,"up 57d,12h,59m",3,98.87%
CMU_COM_OD_AP1003,"up 5d,19h,19m",0,99.01%
CMU_COM_OD_AP1004,"up 61d,16h,44m",3,98.11%
CMU_COM_OD_AP1005,"up 21d,19h,29m",0,98.30%
CMU_COM_OD_AP1009,"up 2d,19h,29m",1,97.98%
CMU_COM_OD_AP1010,"ma 155d,6h,58m",0,97.76%
CMU_COM_OD_AP1011,"ma 130d,8h,12m",0,93.28%
CMU_COM_OD_AP1012,"up 4d,19h,29m",1,93.98%
CMU_COM_OD_AP1013,"up 9d,14h,14m",0,96.06%
CMU_COM_OD_AP1014,"up 42d,6h,54m",5,98.99%
CMU_COM_OD_AP1015,"up 4d,19h,29m",0,99.21%
CMU_COM_OD_AP1016,"up 21d,19h,29m",0,91.07%
CMU_COM_OD_AP1024,"up 1d,21h,14m",0,96.51%
CMU_COM_OOP_AP0105,"up 0d,19h,29m",1,99.25%
CMU_COM_OOP_AP0106,"up 7d,19h,29m",3,98.79%
CMU_COM_OOP_AP0107,"up 7d,19h,29m",1,98.85%
CMU_COM_OOP_AP0108,"up 7d,19h,29m",0,98.01%
CMU_COM_OOP_AP0109,"up 7d,19h,29m",2,98.72%
CMU_COM_OOP_AP0110,"up 6d,19h,29m",0,98.83%
CMU_COM_OOP_AP0111,"up 6d,19h,29m",0,98.31%
CMU_COM_OOP_AP0112,"up 7d,19h,29m",0,98.85%
CMU_COM_OOP_AP0113,"up 0d,19h,29m",0,98.09%
CMU_COM_OOP_AP0114,"up 6d,19h,29m",0,97.97%
CMU_COM_OOP_AP0115,"up 6d,19h,29m",0,98.91%
CMU_COM_OOP_AP0116,"up 0d,19h,29m",1,99.49%
CMU_COM_OOP_AP0117,"up 7d,19h,29m",0,99.19%
CMU_COM_OOP_AP0690,"up 4d,19h,29m",0,99.58%
CMU_COM_OOP_AP0691,"up 7d,19h,29m",1,99.26%
CMU_COM_OOP_AP0692,"up 7d,19h,29m",0,98.92%
CMU_COM_OOP_AP0693,"up 7d,19h,29m",1,98.69%
CMU_COM_OOP_AP0694,"up 6d,19h,29m",2,98.77%
CMU_COM_OOP_AP0695,"up 2d,19h,29m",0,98.73%
CMU_COM_OOP_AP0696,"up 6d,19h,29m",0,98.92%
CMU_COM_OOP_AP0697,"up 0d,19h,29m",0,98.98%
CMU_COM_OOP_AP0698,"up 6d,19h,29m",0,98.95%
CMU_COM_OOP_AP0699,"up 6d,19h,29m",0,63.99%
CMU_COM_OOP_AP0700,"up 7d,19h,29m",0,81.24%
CMU_COM_OOP_AP0701,"up 6d,19h,29m",0,81.33%
CMU_COM_OOP_AP0702,"up 6d,19h,29m",0,92.50%
CMU_COM_OOP_AP0703,"up 6d,19h,29m",0,98.66%
CMU_COM_OOP_AP0704,"up 4d,19h,29m",1,99.36%
CMU_COM_OOP_AP0705,"up 7d,19h,29m",0,98.81%
CMU_COM_OOP_AP0706,"up 6d,19h,29m",0,98.94%
CMU_COM_OOP_AP0707,"up 6d,19h,29m",0,98.88%
CMU_COM_OOP_AP0708,"up 6d,19h,29m",0,98.86%
CMU_COM_OOP_AP0709,"up 6d,19h,29m",0,98.80%
CMU_COM_OOP_AP0710,"up 6d,19h,29m",0,98.95%
CMU_COM_OOP_AP0711,"up 2d,19h,29m",0,91.25%
CMU_COM_OOP_AP0712,"up 2d,19h,29m",0,91.30%
CMU_COM_OOP_AP0713,"up 2d,19h,29m",6,98.36%
CMU_COM_OOP_AP0714,"up 1d,19h,29m",0,97.87%
CMU_COM_OOP_AP0715,"up 6d,19h,29m",1,98.88%
CMU_COM_OOP_AP0716,"up 1d,19h,29m",1,98.68%
CMU_COM_OOP_AP0717,"up 2d,19h,29m",1,98.86%
CMU_COM_OOP_AP0718,"up 6d,19h,29m",0,97.75%
CMU_COM_OOP_AP0719,"up 7d,19h,29m",0,98.68%
CMU_COM_OOP_AP0720,"up 0d,19h,29m",0,98.74%
CMU_COM_OOP_AP0721,"up 6d,19h,29m",0,98.79%
CMU_COM_OOP_AP0723,"up 6d,19h,29m",0,98.42%
CMU_COM_OOP_AP0724,"up 0d,14h,29m",0,98.45%
CMU_COM_OOP_AP0725,"up 6d,19h,29m",1,98.42%
CMU_COM_OOP_AP0726,"up 0d,19h,29m",0,98.37%
CMU_COM_OOP_AP0727,"up 6d,19h,29m",0,98.28%
CMU_COM_OOP_AP0728,"up 6d,19h,29m",2,98.90%
CMU_COM_OOP_AP0730,"up 0d,19h,29m",0,98.67%
CMU_COM_OOP_AP5384,"up 3d,19h,29m",0,96.92%
CMU_COM_OOP_AP5385,"up 6d,19h,29m",0,97.20%
CMU_COM_OOP_AP5386,"up 6d,19h,29m",1,98.36%
CMU_COM_OOP_AP5387,"up 7d,19h,29m",0,98.55%
CMU_COM_OOP_AP5388,"up 1d,19h,29m",0,98.99%
CMU_COM_OOP_AP5389,"up 6d,19h,29m",3,98.75%
CMU_COM_OOP_AP5390,"up 0d,19h,29m",2,99.33%
CMU_COM_OOP_AP5391,"up 6d,19h,29m",5,99.49%
CMU_COM_OOP_AP5392,"up 6d,19h,29m",5,99.34%
CMU_COM_OOP_AP5393,"up 7d,19h,29m",0,99.38%
CMU_COM_OOP_AP5394,"up 6d,19h,29m",5,99.62%
CMU_COM_OOP_AP5395,"up 8d,19h,29m",1,99.45%
CMU_COM_OOP_AP5396,"up 0d,19h,29m",3,99.43%
CMU_COM_OOP_AP5397,"up 6d,19h,29m",2,99.57%
CMU_COM_OOP_AP5398,"up 1d,19h,29m",1,99.54%
CMU_COM_OOP_AP5399,"up 1d,19h,29m",5,99.49%
CMU_COM_OOP_AP5400,"up 1d,19h,29m",3,99.42%
CMU_COM_OOP_AP5401,"up 0d,19h,29m",0,99.45%
CMU_COM_OOP_AP5402,"up 42d,7h,4m",5,98.98%
CMU_COM_OOP_AP5403,"up 3d,19h,29m",4,98.96%
CMU_COM_OOP_AP5404,"up 6d,19h,29m",5,98.94%
CMU_COM_OOP_AP5405,"up 3d,19h,29m",15,99.06%
CMU_COM_OOP_AP5406,"up 0d,19h,29m",6,99.03%
CMU_COM_OOP_AP5407,"up 0d,19h,29m",3,99.04%
CMU_COM_OOP_AP5408,"up 0d,19h,29m",4,98.57%
CMU_COM_OOP_AP5409,"up 6d,19h,29m",7,98.94%
CMU_COM_OOP_AP5410,"up 6d,19h,29m",6,98.77%
CMU_COM_OOP_AP5411,"up 6d,19h,29m",8,98.80%
CMU_COM_OOP_AP5412,"up 25d,10h,49m",0,99.56%
CMU_COM_OOP_AP5413,"up 17d,17h,24m",3,99.14%
CMU_COM_OOP_AP5414,"up 94d,12h,44m",1,99.60%
CMU_COM_OOP_AP5415,"up 88d,7h,9m",0,99.35%
CMU_COM_OOP_AP5416,"up 2d,19h,29m",0,99.55%
CMU_COM_OOP_AP5417,"up 88d,7h,9m",0,98.24%
CMU_COM_OOP_AP5418,"up 70d,13h,14m",0,99.26%
CMU_COM_OOP_AP5419,"up 2d,19h,29m",0,98.64%
CMU_COM_OOP_AP5424,"up 8d,9h,39m",0,98.81%
CMU_COM_OOP_AP5425,"up 13d,11h,14m",0,98.89%
CMU_COM_OOP_AP5971,"up 22d,19h,29m",1,98.54%
CMU_COM_OOP_AP6124,"up 6d,19h,29m",4,98.36%
CMU_COM_OOP_AP6125,"up 6d,19h,29m",6,98.55%
CMU_COM_OOP_AP6275,"ma 976d,7h,51m",0,98.18%
CMU_COM_OOP_AP6568,"up 7d,19h,29m",0,98.94%
CMU_COM_OOP_AP6569,"up 1d,19h,29m",2,98.49%
CMU_COM_OOP_AP6740,"up 3d,19h,29m",1,99.28%
CMU_COM_OOP_AP6741,"up 4d,19h,29m",0,98.55%
CMU_COM_OOP_AP6742,"up 3d,19h,29m",0,99.11%
CMU_COM_OOP_AP6754,"up 7d,19h,29m",0,97.80%
CMU_COM_OOP_AP7781,"up 6d,19h,29m",0,97.15%
CMU_COM_OOP_AP7782,"up 12d,19h,29m",0,97.38%
CMU_COM_OOP_AP7783,"up 0d,19h,29m",0,97.15%
CMU_COM_OOP_AP7784,"up 0d,19h,29m",0,97.15%
CMU_COM_OOP_AP7785,"up 0d,19h,29m",2,97.86%
CMU_COM_POL_AP0049,"up 135d,8h,29m",1,98.01%
CMU_COM_POL_AP0050,"up 124d,19h,29m",3,98.00%
CMU_COM_POL_AP0051,"up 135d,8h,29m",0,97.22%
CMU_COM_POL_AP0052,"up 11d,19h,29m",1,98.38%
CMU_COM_POL_AP0053,"up 135d,8h,29m",0,98.03%
CMU_COM_POL_AP0054,"up 18d,10h,9m",0,99.16%
CMU_COM_POL_AP0055,"up 61d,19h,29m",0,98.58%
CMU_COM_POL_AP0056,"up 135d,8h,29m",0,97.93%
CMU_COM_POL_AP0642,"up 47d,19h,29m",2,99.16%
CMU_COM_POL_AP0643,"up 7d,19h,29m",0,98.58%
CMU_COM_POL_AP0644,"up 2d,19h,29m",0,98.84%
CMU_COM_POL_AP0645,"up 135d,8h,29m",0,99.14%
CMU_COM_POL_AP0646,"up 67d,6h,49m",0,99.07%
CMU_COM_POL_AP0647,"up 122d,19h,29m",0,98.82%
CMU_COM_POL_AP0648,"up 135d,8h,29m",0,99.15%
CMU_COM_POL_AP0649,"up 135d,8h,29m",0,99.15%
CMU_COM_POL_AP0650,"up 6d,19h,29m",8,98.59%
CMU_COM_POL_AP0651,"up 2d,19h,29m",2,98.59%
CMU_COM_POL_AP0652,"up 118d,19h,29m",1,98.59%
CMU_COM_POL_AP0653,"up 67d,6h,49m",0,98.97%
CMU_COM_POL_AP0654,"up 135d,8h,29m",0,99.15%
CMU_COM_POL_AP0655,"up 2d,19h,29m",0,98.93%
CMU_COM_POL_AP0656,"up 135d,8h,29m",0,99.15%
CMU_COM_POL_AP0657,"up 135d,8h,29m",0,99.15%
CMU_COM_POL_AP0658,"up 6d,19h,29m",1,98.59%
CMU_COM_POL_AP5430,"up 67d,6h,49m",0,98.35%
CMU_COM_POL_AP5431,"up 67d,6h,49m",1,98.38%
CMU_COM_POL_AP5432,"up 67d,6h,49m",0,99.10%
CMU_COM_POL_AP5433,"up 135d,8h,29m",0,99.07%
CMU_COM_POL_AP5434,"up 28d,19h,29m",0,99.38%
CMU_COM_POL_AP5435,"up 28d,19h,29m",0,99.05%
CMU_COM_POL_AP5436,"up 135d,8h,24m",0,99.85%
CMU_COM_POL_AP5437,"up 135d,8h,29m",0,99.08%
CMU_COM_POL_AP5438,"up 135d,8h,4m",0,98.70%
CMU_COM_POL_AP5439,"up 135d,8h,29m",0,99.47%
CMU_COM_POL_AP5440,"up 7d,19h,29m",0,98.59%
CMU_COM_POL_AP5441,"up 61d,19h,29m",0,98.69%
CMU_COM_POL_AP5442,"up 135d,8h,29m",1,99.70%
CMU_COM_POL_AP5443,"up 135d,8h,29m",0,99.74%
CMU_COM_POL_AP5444,"up 135d,8h,29m",0,99.84%
CMU_COM_POL_AP5445,"up 28d,19h,29m",0,98.13%
CMU_COM_POL_AP5446,"up 102d,9h,4m",0,99.81%
CMU_COM_POL_AP5447,"up 135d,8h,29m",0,99.85%
CMU_COM_POL_AP5448,"up 135d,8h,29m",0,98.47%
CMU_COM_POL_AP5449,"up 61d,19h,29m",0,98.68%
CMU_COM_POL_AP5450,"up 7d,19h,29m",0,98.88%
CMU_COM_POL_AP5451,"up 61d,19h,29m",0,98.68%
CMU_COM_POL_AP5452,"up 135d,8h,29m",0,99.85%
CMU_COM_POL_AP5453,"up 61d,19h,29m",0,98.68%
CMU_COM_POL_AP5454,"up 67d,6h,49m",0,98.62%
CMU_COM_POL_AP5455,"up 12d,19h,29m",1,98.59%
CMU_COM_POL_AP5456,"up 67d,6h,49m",0,99.77%
CMU_COM_POL_AP5457,"up 67d,6h,49m",0,98.60%
CMU_COM_POL_AP5458,"up 47d,3h,49m",9,98.13%
CMU_COM_POL_AP5459,"up 67d,6h,49m",1,99.79%
CMU_COM_POL_AP5460,"up 67d,6h,49m",0,99.69%
CMU_COM_POL_AP5461,"up 67d,6h,49m",0,99.01%
CMU_COM_POL_AP5462,"up 67d,6h,49m",0,99.79%
CMU_COM_POL_AP5463,"up 67d,6h,49m",0,97.72%
CMU_COM_POL_AP8066,"up 11d,19h,29m",0,99.04%
CMU_COM_POL_AP8067,"up 13d,19h,29m",0,99.18%
CMU_COM_POL_AP8068,"up 13d,19h,29m",0,99.21%
CMU_COM_POL_AP8069,"up 13d,19h,29m",0,99.21%
CMU_COM_POL_AP8070,"up 11d,19h,29m",0,99.66%
CMU_COM_POL_AP8071,"up 13d,19h,29m",0,99.71%
CMU_COM_POST_AP6403,"up 2d,19h,29m",2,97.90%
CMU_COM_REG_AP0071,"up 1d,19h,29m",0,99.07%
CMU_COM_REG_AP0072,"up 2d,19h,29m",0,99.08%
CMU_COM_REG_AP0073,"up 6d,19h,29m",0,99.14%
CMU_COM_REG_AP0074,"up 2d,19h,29m",0,99.07%
CMU_COM_REG_AP0075,"up 2d,19h,29m",0,99.06%
CMU_COM_REG_AP0076,"up 2d,19h,29m",0,99.00%
CMU_COM_REG_AP0077,"up 2d,19h,29m",0,99.08%
CMU_COM_REG_AP0078,"up 3d,19h,29m",0,99.13%
CMU_COM_REG_AP0079,"up 3d,19h,29m",0,98.77%
CMU_COM_REG_AP0080,"up 2d,19h,29m",0,98.94%
CMU_COM_REG_AP0081,"up 2d,19h,29m",2,99.07%
CMU_COM_REG_AP0082,"up 3d,19h,29m",0,99.17%
CMU_COM_REG_AP0083,"up 3d,19h,29m",0,99.16%
CMU_COM_REG_AP0084,"up 3d,19h,29m",0,99.07%
CMU_COM_REG_AP0085,"up 3d,19h,29m",0,99.14%
CMU_COM_REG_AP0086,"up 3d,19h,29m",0,99.09%
CMU_COM_REG_AP0087,"up 0d,9h,9m",0,98.99%
CMU_COM_REG_AP0088,"up 3d,19h,29m",0,99.09%
CMU_COM_REG_AP0089,"up 3d,19h,29m",0,98.97%
CMU_COM_REG_AP0090,"up 3d,19h,29m",0,98.71%
CMU_COM_REG_AP0091,"up 3d,19h,29m",0,98.81%
CMU_COM_REG_AP0092,"up 3d,19h,29m",0,98.90%
CMU_COM_REG_AP0093,"up 3d,19h,29m",0,98.87%
CMU_COM_REG_AP0094,"up 2d,19h,29m",0,98.73%
CMU_COM_REG_AP0095,"up 2d,19h,29m",0,98.81%
CMU_COM_REG_AP0096,"up 2d,19h,29m",0,99.07%
CMU_COM_REG_AP0097,"up 2d,19h,29m",0,98.81%
CMU_COM_REG_AP0098,"up 3d,19h,29m",0,99.14%
CMU_COM_REG_AP0099,"up 2d,19h,29m",0,98.78%
CMU_COM_REG_AP0100,"up 2d,19h,29m",0,98.82%
CMU_COM_REG_AP0101,"up 2d,19h,29m",0,98.70%
CMU_COM_REG_AP0102,"up 2d,19h,29m",0,98.90%
CMU_COM_REG_AP0103,"up 2d,19h,29m",0,98.81%
CMU_COM_REG_AP0104,"up 6d,19h,29m",0,99.26%
CMU_COM_REG_AP0682,"up 7d,19h,29m",1,99.19%
CMU_COM_REG_AP0683,"up 6d,19h,29m",0,99.13%
CMU_COM_REG_AP0684,"up 7d,19h,29m",0,99.35%
CMU_COM_REG_AP0685,"up 6d,19h,29m",0,99.07%
CMU_COM_REG_AP0686,"up 2d,19h,29m",0,99.31%
CMU_COM_REG_AP0687,"up 3d,19h,29m",0,98.84%
CMU_COM_REG_AP0688,"up 1d,19h,29m",0,98.59%
CMU_COM_REG_AP0689,"up 2d,19h,29m",0,99.00%
CMU_COM_REG_AP5228,"up 2d,19h,29m",0,98.62%
CMU_COM_REG_AP5229,"up 2d,19h,29m",0,98.63%
CMU_COM_REG_AP5230,"up 2d,19h,29m",0,98.31%
CMU_COM_REG_AP5231,"up 2d,19h,29m",0,98.59%
CMU_COM_REG_AP5232,"up 3d,19h,29m",0,98.73%
CMU_COM_REG_AP5233,"up 2d,19h,29m",0,98.35%
CMU_COM_REG_AP5234,"up 2d,19h,29m",0,98.58%
CMU_COM_REG_AP5235,"up 6d,19h,29m",0,98.53%
CMU_COM_REG_AP5236,"up 1d,19h,29m",0,98.62%
CMU_COM_REG_AP5237,"up 2d,19h,29m",0,98.64%
CMU_COM_REG_AP5238,"up 2d,19h,29m",0,98.62%
CMU_COM_REG_AP5239,"up 0d,19h,29m",0,98.61%
CMU_COM_REG_AP5240,"up 4d,19h,29m",0,99.18%
CMU_COM_REG_AP5241,"up 2d,19h,29m",0,98.66%
CMU_COM_REG_AP5242,"up 3d,19h,29m",0,98.04%
CMU_COM_REG_AP5243,"up 2d,19h,29m",0,96.88%
CMU_COM_REG_AP5244,"up 2d,19h,29m",0,98.66%
CMU_COM_REG_AP5245,"up 2d,19h,29m",0,98.63%
CMU_COM_REG_AP5246,"up 3d,19h,29m",0,98.73%
CMU_COM_REG_AP5247,"up 2d,19h,29m",0,98.63%
CMU_COM_REG_AP5248,"up 2d,19h,29m",0,98.63%
CMU_COM_REG_AP5249,"up 2d,19h,29m",0,98.63%
CMU_COM_REG_AP5250,"up 2d,19h,29m",0,98.64%
CMU_COM_REG_AP5251,"up 2d,19h,29m",0,98.62%
CMU_COM_REG_AP5252,"up 2d,19h,29m",0,98.53%
CMU_COM_REG_AP5624,"up 3d,19h,29m",0,98.85%
CMU_COM_REG_AP5625,"up 4d,19h,29m",1,99.65%
CMU_COM_REG_AP5626,"up 2d,19h,29m",0,98.83%
CMU_COM_REG_AP5627,"up 2d,19h,29m",0,98.94%
CMU_COM_REG_AP5628,"up 1d,19h,29m",1,98.94%
CMU_COM_REG_AP5629,"up 2d,19h,29m",0,98.89%
CMU_COM_REG_AP5630,"up 2d,19h,29m",0,98.95%
CMU_COM_REG_AP5631,"up 2d,19h,29m",0,98.95%
CMU_COM_REG_AP5632,"up 2d,19h,29m",0,98.83%
CMU_COM_REG_AP5633,"up 2d,19h,29m",0,98.94%
CMU_COM_REG_AP5634,"up 2d,19h,29m",0,98.95%
CMU_COM_REG_AP5635,"up 2d,19h,29m",0,98.57%
