AP Name,Status,Total user,Availability
CMU_MAE_VET_AP0317,"up 5d,2h,49m",1,97.98%
CMU_MAE_VET_AP0318,"up 5d,2h,49m",0,98.70%
CMU_MAE_VET_AP0319,"up 1d,15h,54m",0,98.33%
CMU_MAE_VET_AP0320,"up 1d,15h,54m",0,98.33%
CMU_MAE_VET_AP2044,"up 1d,15h,54m",0,98.91%
CMU_MAE_VET_AP2045,"up 1d,15h,54m",0,98.83%
CMU_MAE_VET_AP2046,"up 1d,15h,54m",0,98.75%
CMU_MAE_VET_AP2047,"ma 87d,9h,46m",0,98.09%
CMU_MAE_VET_AP2048,"up 1d,15h,54m",0,99.08%
CMU_MAE_VET_AP2049,"up 5d,2h,49m",0,99.28%
CMU_MAE_VET_AP2050,"up 0d,6h,14m",2,99.34%
CMU_MAE_VET_AP2051,"up 0d,5h,49m",0,99.54%
CMU_MAE_VET_AP2052,"up 1d,15h,54m",0,99.31%
CMU_MAE_VET_AP2053,"up 1d,15h,54m",0,98.85%
CMU_MAE_VET_AP2054,"up 5d,2h,49m",0,98.40%
CMU_MAE_VET_AP2055,"up 0d,5h,49m",0,98.25%
CMU_MAE_VET_AP2056,"up 5d,2h,49m",0,98.91%
CMU_MAE_VET_AP2057,"up 5d,2h,49m",0,98.85%
CMU_MAE_VET_AP2058,"up 0d,6h,14m",0,94.53%
CMU_MAE_VET_AP2059,"up 5d,2h,49m",0,98.72%
CMU_MAE_VET_AP2060,"up 1d,15h,54m",0,98.87%
CMU_MAE_VET_AP2061,"up 5d,2h,49m",0,98.40%
CMU_MAE_VET_AP2062,"up 1d,15h,54m",0,99.01%
CMU_MAE_VET_AP2063,"up 0d,5h,49m",0,97.95%
CMU_MAE_VET_AP2064,"up 0d,5h,49m",1,98.22%
CMU_MAE_VET_AP2065,"up 5d,2h,49m",1,98.79%
CMU_MAE_VET_AP2066,"up 5d,2h,49m",0,97.03%
CMU_MAE_VET_AP2067,"up 5d,2h,49m",1,98.65%
CMU_MAE_VET_AP2068,"up 5d,2h,49m",1,98.87%
CMU_MAE_VET_AP2069,"up 5d,2h,49m",0,98.81%
CMU_MAE_VET_AP5554,"up 1d,15h,54m",0,99.32%
CMU_MAE_VET_AP5555,"up 1d,15h,54m",0,99.29%
CMU_MAE_VET_AP5556,"up 1d,15h,54m",0,98.81%
CMU_MAE_VET_AP5557,"up 0d,6h,14m",0,99.37%
CMU_MAE_VET_AP5558,"up 5d,2h,49m",0,99.75%
CMU_MAE_VET_AP5559,"up 5d,2h,49m",0,99.81%
CMU_MAE_VET_AP5560,"up 1d,15h,54m",0,99.12%
CMU_MAE_VET_AP5561,"up 1d,15h,54m",0,99.12%
CMU_MAE_VET_AP5562,"up 0d,6h,14m",0,98.16%
CMU_MAE_VET_AP5563,"ma 87d,9h,47m",0,96.89%
CMU_MAE_VET_AP5564,"up 1d,15h,54m",0,99.32%
CMU_MAE_VET_AP5565,"up 5d,2h,49m",0,99.22%
CMU_MAE_VET_AP5566,"up 5d,2h,49m",0,99.37%
CMU_MAE_VET_AP5567,"up 5d,2h,49m",0,97.81%
CMU_MAE_VET_AP5568,"up 5d,2h,49m",0,98.39%
CMU_MAE_VET_AP5569,"up 5d,2h,49m",0,98.80%
CMU_MAE_VET_AP5570,"up 1d,15h,54m",0,99.06%
CMU_MAE_VET_AP5571,"up 1d,15h,54m",0,99.11%
CMU_MAE_VET_AP5572,"up 1d,15h,54m",0,99.12%
CMU_MAE_VET_AP5573,"up 1d,15h,54m",0,99.04%
CMU_MAE_VET_AP5574,"up 5d,2h,49m",0,98.06%
CMU_MAE_VET_AP5575,"up 1d,15h,54m",0,98.13%
CMU_MAE_VET_AP5576,"up 1d,15h,54m",0,99.34%
CMU_MAE_VET_AP5577,"up 0d,6h,14m",1,99.32%
CMU_MAE_VET_AP5578,"up 5d,2h,49m",0,95.83%
CMU_MAE_VET_AP5579,"up 5d,2h,49m",0,98.56%
CMU_MAE_VET_AP5580,"up 5d,2h,49m",0,99.81%
CMU_MAE_VET_AP5581,"up 5d,2h,49m",0,99.76%
CMU_MAE_VET_AP5582,"up 1d,15h,54m",0,99.12%
CMU_MAE_VET_AP5583,"up 0d,6h,14m",0,99.09%
CMU_MAE_VET_AP5584,"up 0d,6h,14m",0,99.12%
CMU_MAE_VET_AP5585,"up 1d,15h,54m",0,99.28%
CMU_MAE_VET_AP5586,"up 1d,15h,54m",0,97.96%
CMU_MAE_VET_AP5587,"up 1d,15h,54m",0,99.21%
CMU_MAE_VET_AP5588,"up 5d,2h,49m",0,97.64%
CMU_MAE_VET_AP5589,"up 0d,5h,49m",0,99.79%
CMU_MAE_VET_AP5590,"up 0d,5h,49m",1,99.56%
CMU_MAE_VET_AP5591,"up 5d,2h,49m",0,99.48%
CMU_MAE_VET_AP5592,"up 5d,2h,49m",3,99.48%
CMU_MAE_VET_AP5593,"up 0d,6h,14m",0,99.48%
CMU_MAE_VET_AP5594,"up 5d,2h,49m",1,99.48%
CMU_MAE_VET_AP5595,"up 5d,2h,49m",0,99.48%
CMU_MAE_VET_AP5596,"up 5d,2h,49m",0,99.43%
CMU_MAE_VET_AP5597,"up 0d,6h,14m",0,99.37%
CMU_MAE_VET_AP5598,"up 5d,2h,49m",0,99.37%
CMU_MAE_VET_AP5599,"up 5d,2h,49m",0,99.43%
CMU_MAE_VET_AP5600,"up 5d,2h,49m",0,99.45%
CMU_MAE_VET_AP5601,"up 0d,5h,44m",2,98.33%
CMU_MAE_VET_AP5602,"up 5d,2h,49m",0,99.45%
CMU_MAE_VET_AP5603,"up 1d,15h,54m",0,97.94%
CMU_MAE_VET_AP5604,"up 1d,15h,54m",0,99.31%
CMU_MAE_VET_AP5605,"up 0d,6h,14m",0,98.16%
CMU_MAE_VET_AP7787,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7789,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7790,"up 5d,2h,49m",0,99.43%
CMU_MAE_VET_AP7791,"up 5d,2h,49m",0,99.68%
CMU_MAE_VET_AP7792,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7793,"up 1d,15h,54m",0,95.25%
CMU_MAE_VET_AP7795,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7796,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7797,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7798,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7799,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7800,"up 5d,2h,49m",0,99.69%
CMU_MAE_VET_AP7801,"up 5d,2h,49m",0,99.68%
CMU_MAE_VET_AP7802,"up 5d,2h,49m",0,90.58%
CMU_MAE_VET_AP7803,"up 5d,2h,49m",0,99.50%
CMU_MAE_VET_AP7804,"up 5d,2h,49m",0,99.50%
CMU_MAE_VET_AP7805,"up 5d,2h,49m",0,99.50%
CMU_MAE_VET_AP7806,"up 5d,2h,49m",0,99.75%
CMU_MAE_VET_AP7807,"up 5d,2h,49m",0,99.50%
CMU_MAE_VET_AP7808,"up 5d,2h,49m",0,99.75%
CMU_MAE_VET_AP7809,"up 5d,2h,49m",0,96.10%
CMU_MAE_VET_AP7810,"up 5d,2h,49m",0,99.50%
CMU_MAE_VET_AP7811,"up 5d,2h,49m",0,99.76%
CMU_MAE_VET_AP7812,"up 5d,2h,49m",0,79.46%
CMU_MAE_VET_AP7813,"up 5d,2h,49m",0,99.50%
CMU_MAE_VET_AP7814,"up 5d,2h,49m",0,99.75%
CMU_MAE_VET_AP7815,"up 5d,2h,49m",0,99.76%
CMU_MAE_VET_AP7816,"up 5d,2h,49m",0,99.76%
CMU_MAE_VET_AP7817,"up 1d,15h,54m",0,95.15%
CMU_MAE_VET_AP7818,"up 1d,15h,54m",0,94.90%
CMU_MAE_VET_AP7819,"up 1d,15h,54m",0,95.15%
CMU_MAE_VET_AP7820,"up 1d,15h,54m",0,18.93%
CMU_MAE_VET_AP7821,"up 1d,15h,54m",0,95.15%
CMU_MAE_VET_AP7822,"up 1d,15h,54m",0,95.15%
CMU_MAE_VET_AP7823,"up 1d,15h,54m",0,95.15%
CMU_MAE_VET_AP7824,"ma 86d,10h,44m",0,92.83%
CMU_MAE_VET_AP7825,"up 1d,15h,54m",0,95.15%
CMU_MED_ALUMNI_AP1993,"up 40d,10h,39m",0,98.16%
CMU_MED_ALUMNI_AP6750,"up 40d,10h,39m",0,84.41%
CMU_MED_ALUMNI_AP6751,"up 30d,16h,14m",1,84.22%
CMU_MED_AMS_AP0267,"up 86d,9h,54m",4,98.88%
CMU_MED_AMS_AP0268,"up 86d,9h,54m",0,98.97%
CMU_MED_AMS_AP0269,"up 86d,9h,54m",0,99.14%
CMU_MED_AMS_AP0270,"up 86d,9h,54m",5,99.07%
CMU_MED_AMS_AP0271,"up 6d,19h,39m",0,99.05%
CMU_MED_AMS_AP0272,"up 5d,19h,39m",0,99.06%
CMU_MED_AMS_AP0273,"up 86d,9h,54m",0,99.26%
CMU_MED_AMS_AP0274,"up 86d,9h,54m",0,99.21%
CMU_MED_AMS_AP1813,"up 2d,6h,9m",9,98.23%
CMU_MED_AMS_AP1814,"up 10d,12h,19m",2,97.92%
CMU_MED_AMS_AP1815,"up 5d,19h,39m",0,99.06%
CMU_MED_AMS_AP1816,"up 5d,19h,39m",0,98.99%
CMU_MED_AMS_AP1817,"up 29d,4h,24m",1,98.07%
CMU_MED_AMS_AP1818,"up 5d,19h,39m",0,98.98%
CMU_MED_AMS_AP1819,"up 5d,19h,39m",0,99.07%
CMU_MED_AMS_AP1820,"up 5d,19h,39m",0,99.07%
CMU_MED_AMS_AP1821,"up 5d,19h,39m",0,99.07%
CMU_MED_AMS_AP1822,"up 40d,10h,39m",0,97.97%
CMU_MED_AMS_AP1823,"up 40d,10h,39m",0,98.08%
CMU_MED_AMS_AP1824,"up 40d,10h,39m",0,97.58%
CMU_MED_AMS_AP1825,"up 40d,10h,39m",0,98.08%
CMU_MED_AMS_AP1826,"up 40d,10h,39m",0,97.97%
CMU_MED_AMS_AP1827,"up 40d,10h,39m",0,97.75%
CMU_MED_AMS_AP1828,"up 5d,19h,39m",1,98.98%
CMU_MED_AMS_AP1829,"up 6d,19h,39m",1,99.00%
CMU_MED_AMS_AP1830,"up 6d,19h,39m",0,99.14%
CMU_MED_AMS_AP1831,"up 86d,9h,54m",0,99.26%
CMU_MED_AMS_AP1832,"up 16d,7h,14m",0,98.71%
CMU_MED_AMS_AP1833,"up 16d,7h,14m",0,98.71%
CMU_MED_AMS_AP1834,"up 16d,7h,14m",1,98.29%
CMU_MED_AMS_AP1835,"up 16d,7h,14m",0,98.71%
CMU_MED_AMS_AP1836,"up 0d,19h,39m",0,98.91%
CMU_MED_AMS_AP1837,"up 16d,7h,14m",0,99.13%
CMU_MED_AMS_AP1838,"up 0d,19h,39m",0,98.78%
CMU_MED_AMS_AP1839,"up 16d,7h,14m",1,99.04%
CMU_MED_AMS_AP1840,"up 16d,7h,14m",0,99.06%
CMU_MED_AMS_AP1841,"up 16d,7h,14m",0,99.13%
CMU_MED_AMS_AP1842,"up 0d,19h,39m",0,98.94%
CMU_MED_AMS_AP1843,"up 16d,7h,14m",0,99.15%
CMU_MED_AMS_AP1844,"up 16d,7h,14m",0,99.25%
CMU_MED_AMS_AP1845,"up 16d,7h,14m",0,99.08%
CMU_MED_AMS_AP1846,"up 16d,7h,14m",0,98.51%
CMU_MED_AMS_AP1847,"up 16d,7h,14m",0,98.83%
CMU_MED_AMS_AP1848,"up 16d,7h,14m",0,98.83%
CMU_MED_AMS_AP1849,"up 0d,19h,39m",0,98.31%
CMU_MED_AMS_AP1850,"up 16d,7h,14m",0,98.83%
CMU_MED_AMS_AP1851,"up 16d,7h,14m",0,97.36%
CMU_MED_AMS_AP1852,"up 0d,19h,39m",0,98.62%
CMU_MED_AMS_AP1853,"up 0d,19h,39m",0,98.63%
CMU_MED_AMS_AP1854,"up 10d,19h,39m",1,99.08%
CMU_MED_AMS_AP1855,"up 86d,9h,54m",3,97.94%
CMU_MED_AMS_AP1856,"up 86d,9h,54m",0,98.22%
CMU_MED_AMS_AP1857,"up 29d,4h,19m",0,99.04%
CMU_MED_AMS_AP1858,"up 29d,4h,19m",0,97.63%
CMU_MED_AMS_AP1859,"up 14d,19h,39m",0,97.51%
CMU_MED_AMS_AP1860,"up 86d,9h,54m",0,97.43%
CMU_MED_AMS_AP1861,"up 29d,4h,24m",2,98.16%
CMU_MED_AMS_AP1862,"up 29d,4h,24m",0,98.16%
CMU_MED_AMS_AP1863,"up 29d,4h,24m",0,98.10%
CMU_MED_AMS_AP1864,"up 29d,4h,24m",0,97.96%
CMU_MED_AMS_AP4062,"up 4d,19h,39m",0,99.55%
CMU_MED_AMS_AP4063,"up 5d,19h,39m",0,99.50%
CMU_MED_AMS_AP4064,"up 0d,19h,39m",0,99.43%
CMU_MED_AMS_AP4065,"up 40d,10h,39m",1,99.71%
CMU_MED_AMS_AP4066,"up 0d,19h,39m",0,98.99%
CMU_MED_AMS_AP4067,"up 1d,19h,39m",0,99.44%
CMU_MED_AMS_AP4068,"up 40d,10h,39m",0,99.71%
CMU_MED_AMS_AP4069,"up 6d,19h,39m",0,99.46%
CMU_MED_AMS_AP4070,"up 86d,9h,54m",0,99.91%
CMU_MED_AMS_AP4071,"up 86d,9h,54m",0,99.91%
CMU_MED_AMS_AP4072,"up 86d,9h,54m",0,99.91%
CMU_MED_AMS_AP4073,"up 86d,9h,54m",0,98.74%
CMU_MED_AMS_AP4074,"up 86d,9h,54m",0,99.91%
CMU_MED_AMS_AP4075,"up 5d,19h,39m",0,99.60%
CMU_MED_AMS_AP4076,"up 4d,19h,39m",0,99.62%
CMU_MED_AMS_AP4077,"up 16d,7h,14m",0,99.07%
CMU_MED_AMS_AP4078,"up 0d,19h,39m",0,98.83%
CMU_MED_AMS_AP4079,"up 16d,7h,14m",0,99.14%
CMU_MED_AMS_AP4080,"up 16d,7h,14m",0,99.11%
CMU_MED_AMS_AP4081,"up 0d,19h,39m",0,98.28%
CMU_MED_AMS_AP4082,"up 16d,7h,14m",0,99.12%
CMU_MED_AMS_AP4083,"up 16d,7h,14m",1,99.13%
CMU_MED_AMS_AP4084,"up 16d,7h,9m",4,99.39%
CMU_MED_AMS_AP4085,"up 0d,19h,39m",0,99.57%
CMU_MED_AMS_AP4086,"up 0d,19h,39m",0,99.36%
CMU_MED_AMS_AP4087,"up 0d,19h,39m",0,99.19%
CMU_MED_AMS_AP4088,"up 16d,7h,14m",0,99.53%
CMU_MED_AMS_AP4089,"up 16d,7h,14m",0,99.25%
CMU_MED_AMS_AP4090,"up 16d,7h,14m",0,99.83%
CMU_MED_AMS_AP4091,"up 16d,7h,14m",0,99.81%
CMU_MED_AMS_AP4092,"up 16d,7h,14m",0,99.83%
CMU_MED_AMS_AP4093,"up 16d,7h,14m",0,99.83%
CMU_MED_AMS_AP4094,"up 16d,7h,14m",0,99.83%
CMU_MED_AMS_AP4095,"up 16d,7h,14m",2,99.82%
CMU_MED_AMS_AP4096,"up 16d,7h,14m",0,99.04%
CMU_MED_AMS_AP4097,"up 16d,7h,14m",0,99.04%
CMU_MED_AMS_AP4098,"up 16d,7h,14m",0,98.84%
CMU_MED_AMS_AP4099,"up 16d,7h,14m",1,99.04%
CMU_MED_AMS_AP4100,"up 16d,7h,14m",0,99.04%
CMU_MED_AMS_AP4101,"up 16d,7h,14m",0,99.04%
CMU_MED_AMS_AP4102,"up 16d,7h,14m",0,99.04%
CMU_MED_AMS_AP4103,"up 16d,7h,14m",0,99.04%
CMU_MED_AMS_AP4104,"up 16d,7h,14m",0,98.99%
CMU_MED_AMS_AP4105,"up 0d,19h,39m",0,98.92%
CMU_MED_AMS_AP4106,"up 0d,19h,34m",0,98.93%
CMU_MED_AMS_AP4107,"up 45d,7h,59m",1,99.78%
CMU_MED_AMS_AP4108,"up 86d,9h,54m",0,99.22%
CMU_MED_AMS_AP4109,"up 6d,19h,39m",0,99.59%
CMU_MED_AMS_AP4110,"up 86d,9h,54m",0,99.78%
CMU_MED_AMS_AP4111,"up 86d,9h,54m",0,99.89%
CMU_MED_AMS_AP4112,"up 86d,9h,54m",2,99.59%
CMU_MED_AMS_AP4113,"up 86d,9h,54m",0,98.87%
CMU_MED_AMS_AP4114,"up 86d,9h,54m",0,99.87%
CMU_MED_AMS_AP4115,"up 5d,19h,39m",0,99.43%
CMU_MED_AMS_AP4116,"up 5d,19h,39m",0,99.44%
CMU_MED_AMS_AP4117,"up 29d,4h,19m",1,99.47%
CMU_MED_AMS_AP4118,"up 5d,19h,39m",0,99.50%
CMU_MED_AMS_AP4119,"up 29d,4h,19m",0,99.81%
CMU_MED_AMS_AP4120,"up 29d,4h,19m",0,97.34%
CMU_MED_AMS_AP4121,"up 29d,4h,19m",0,99.73%
CMU_MED_AMS_AP4122,"up 29d,4h,19m",0,99.82%
CMU_MED_AMS_AP4123,"up 29d,4h,19m",0,98.76%
CMU_MED_AMS_AP4124,"up 5d,19h,39m",0,99.53%
CMU_MED_AMS_AP4125,"up 29d,4h,19m",0,99.76%
CMU_MED_AMS_AP4126,"up 3d,19h,39m",3,99.43%
CMU_MED_AMS_AP4127,"up 14d,19h,39m",2,99.43%
CMU_MED_AMS_AP4128,"up 10d,12h,19m",0,98.53%
CMU_MED_AMS_AP6777,"up 16d,7h,14m",0,98.81%
CMU_MED_AMSDORM_AP0275,"up 23d,15h,14m",1,98.25%
CMU_MED_AMSDORM_AP0276,"up 23d,15h,14m",8,98.95%
CMU_MED_AMSDORM_AP0277,"up 23d,15h,14m",1,98.58%
CMU_MED_AMSDORM_AP0278,"up 23d,15h,14m",0,98.53%
CMU_MED_AMSDORM_AP1865,"up 23d,15h,14m",1,99.14%
CMU_MED_AMSDORM_AP1866,"up 23d,15h,14m",8,98.95%
CMU_MED_AMSDORM_AP1867,"up 23d,15h,14m",1,99.15%
CMU_MED_AMSDORM_AP1868,"up 5d,19h,39m",2,98.37%
CMU_MED_DENT_AP0242,"up 7d,19h,39m",0,98.00%
CMU_MED_DENT_AP0243,"up 7d,19h,39m",0,98.61%
CMU_MED_DENT_AP0244,"up 0d,19h,39m",0,98.75%
CMU_MED_DENT_AP0245,"up 1d,19h,39m",6,98.71%
CMU_MED_DENT_AP0246,"up 24d,19h,39m",0,97.59%
CMU_MED_DENT_AP0247,"up 40d,10h,34m",0,96.93%
CMU_MED_DENT_AP0248,"ma 242d,5h,0m",0,98.16%
CMU_MED_DENT_AP0248,"up 40d,10h,34m",1,97.99%
CMU_MED_DENT_AP0249,"up 4d,19h,39m",0,98.54%
CMU_MED_DENT_AP0250,"up 29d,19h,39m",1,98.42%
CMU_MED_DENT_AP1728,"up 40d,10h,34m",2,98.72%
CMU_MED_DENT_AP1729,"up 40d,10h,34m",3,98.73%
CMU_MED_DENT_AP1730,"up 40d,10h,39m",1,98.54%
CMU_MED_DENT_AP1731,"up 40d,10h,39m",0,98.65%
CMU_MED_DENT_AP1732,"up 32d,19h,39m",1,80.38%
CMU_MED_DENT_AP1733,"up 40d,10h,34m",0,80.30%
CMU_MED_DENT_AP1734,"up 40d,10h,34m",0,97.53%
CMU_MED_DENT_AP1735,"up 30d,6h,34m",0,98.32%
CMU_MED_DENT_AP1736,"up 30d,6h,34m",0,98.37%
CMU_MED_DENT_AP1737,"up 40d,10h,34m",0,96.47%
CMU_MED_DENT_AP1738,"up 30d,6h,29m",1,98.83%
CMU_MED_DENT_AP1739,"up 40d,10h,39m",0,98.41%
CMU_MED_DENT_AP1740,"up 40d,10h,39m",0,98.39%
CMU_MED_DENT_AP1741,"up 32d,8h,29m",0,98.38%
CMU_MED_DENT_AP1742,"up 124d,9h,54m",0,98.77%
CMU_MED_DENT_AP1743,"up 5d,19h,39m",9,98.70%
CMU_MED_DENT_AP1744,"up 44d,9h,39m",0,98.77%
CMU_MED_DENT_AP1745,"up 11d,19h,39m",1,98.73%
CMU_MED_DENT_AP1746,"up 13d,19h,39m",1,98.74%
CMU_MED_DENT_AP1747,"up 8d,19h,39m",0,98.72%
CMU_MED_DENT_AP1748,"up 32d,19h,39m",2,98.75%
CMU_MED_DENT_AP1749,"up 5d,19h,39m",0,98.69%
CMU_MED_DENT_AP1750,"up 7d,19h,39m",0,96.93%
CMU_MED_DENT_AP1751,"up 40d,10h,34m",2,98.28%
CMU_MED_DENT_AP1752,"up 40d,10h,34m",0,94.92%
CMU_MED_DENT_AP1754,"up 40d,10h,39m",0,97.65%
CMU_MED_DENT_AP1755,"up 40d,10h,34m",0,97.58%
CMU_MED_DENT_AP1756,"up 37d,10h,49m",0,98.50%
CMU_MED_DENT_AP1757,"up 38d,12h,44m",3,98.71%
CMU_MED_DENT_AP1758,"up 6d,19h,39m",0,98.57%
CMU_MED_DENT_AP1759,"up 38d,12h,49m",1,97.56%
CMU_MED_DENT_AP1764,"up 40d,10h,34m",3,98.82%
CMU_MED_DENT_AP1765,"up 37d,10h,49m",0,98.55%
CMU_MED_DENT_AP1766,"up 40d,10h,34m",1,97.56%
CMU_MED_DENT_AP1767,"up 7d,19h,39m",0,96.97%
CMU_MED_DENT_AP1768,"up 5d,16h,19m",0,98.22%
CMU_MED_DENT_AP1769,"up 5d,16h,19m",0,98.34%
CMU_MED_DENT_AP1770,"up 5d,16h,19m",0,98.23%
CMU_MED_DENT_AP1771,"up 5d,16h,19m",0,98.46%
CMU_MED_DENT_AP4254,"up 28d,19h,39m",0,98.98%
CMU_MED_DENT_AP4255,"up 0d,19h,39m",0,99.21%
CMU_MED_DENT_AP4256,"up 16d,1h,34m",0,99.20%
CMU_MED_DENT_AP4257,"up 15d,19h,39m",1,99.26%
CMU_MED_DENT_AP4258,"up 0d,19h,39m",1,98.98%
CMU_MED_DENT_AP4259,"up 3d,19h,39m",1,98.34%
CMU_MED_DENT_AP4260,"up 7d,19h,39m",0,98.51%
CMU_MED_DENT_AP4261,"up 0d,19h,39m",0,98.69%
CMU_MED_DENT_AP4262,"up 6d,19h,39m",0,99.03%
CMU_MED_DENT_AP4263,"up 40d,10h,34m",0,99.27%
CMU_MED_DENT_AP4264,"up 7d,19h,39m",0,99.05%
CMU_MED_DENT_AP4265,"up 40d,10h,39m",6,99.08%
CMU_MED_DENT_AP4266,"up 40d,10h,39m",5,99.18%
CMU_MED_DENT_AP4267,"up 40d,10h,39m",9,99.18%
CMU_MED_DENT_AP4268,"up 7d,19h,39m",1,97.95%
CMU_MED_DENT_AP4269,"up 40d,10h,39m",5,99.36%
CMU_MED_DENT_AP4270,"up 30d,6h,29m",1,99.42%
CMU_MED_DENT_AP4271,"up 6d,19h,39m",0,99.08%
CMU_MED_DENT_AP4272,"up 9d,10h,9m",0,99.19%
CMU_MED_DENT_AP4273,"up 0d,19h,39m",0,98.81%
CMU_MED_DENT_AP4274,"up 7d,19h,39m",1,99.03%
CMU_MED_DENT_AP4275,"up 0d,19h,39m",0,99.01%
CMU_MED_DENT_AP4276,"up 0d,19h,39m",0,99.00%
CMU_MED_DENT_AP4277,"up 40d,10h,34m",0,99.18%
CMU_MED_DENT_AP4278,"up 0d,19h,39m",0,98.99%
CMU_MED_DENT_AP4279,"up 0d,19h,39m",0,98.72%
CMU_MED_DENT_AP4280,"up 1d,19h,39m",0,98.71%
CMU_MED_DENT_AP4281,"up 7d,19h,39m",0,98.55%
CMU_MED_DENT_AP4282,"up 40d,10h,34m",4,98.68%
CMU_MED_DENT_AP4283,"up 40d,10h,34m",9,98.80%
CMU_MED_DENT_AP4284,"up 38d,12h,44m",0,99.11%
CMU_MED_DENT_AP4285,"ma 402d,13h,36m",0,98.59%
CMU_MED_DENT_AP4286,"up 6d,19h,39m",0,98.87%
CMU_MED_DENT_AP4287,"up 37d,10h,49m",0,99.19%
CMU_MED_DENT_AP4288,"up 0d,19h,39m",1,99.30%
CMU_MED_DENT_AP4289,"up 3d,19h,39m",0,99.20%
CMU_MED_DENT_AP4290,"up 80d,19h,39m",1,99.21%
CMU_MED_DENT_AP4291,"up 0d,19h,39m",1,99.22%
CMU_MED_DENT_AP4292,"up 4d,19h,39m",0,99.21%
CMU_MED_DENT_AP4293,"up 1d,19h,39m",1,98.98%
CMU_MED_DENT_AP4294,"up 6d,19h,39m",0,99.20%
CMU_MED_DENT_AP4295,"up 4d,19h,39m",0,99.21%
CMU_MED_DENT_AP4296,"up 124d,9h,54m",2,99.38%
CMU_MED_DENT_AP4297,"up 124d,9h,54m",0,99.49%
CMU_MED_DENT_AP4298,"up 124d,9h,54m",0,99.11%
CMU_MED_DENT_AP4299,"up 5d,16h,19m",1,98.49%
CMU_MED_DENT_AP4300,"up 2d,19h,39m",0,98.57%
CMU_MED_DENT_AP4301,"up 2d,19h,39m",2,98.65%
CMU_MED_DENT_AP4302,"up 2d,19h,39m",0,98.69%
CMU_MED_DENT_AP4303,"up 5d,16h,19m",1,98.78%
CMU_MED_DENT_AP4304,"up 5d,16h,19m",0,99.03%
CMU_MED_DENT_AP4305,"up 5d,16h,19m",0,99.03%
CMU_MED_DENT_AP4306,"up 2d,19h,39m",1,98.70%
CMU_MED_DENT_AP4307,"up 5d,16h,19m",0,97.85%
CMU_MED_DENT_AP6497,"up 6d,19h,39m",0,99.26%
CMU_MED_DENT_AP6498,"up 44d,9h,39m",1,99.43%
CMU_MED_DENT_AP6707,"up 0d,19h,39m",0,93.51%
CMU_MED_DENT_AP6708,"up 0d,19h,39m",0,92.79%
CMU_MED_DENT_AP6709,"up 0d,19h,39m",0,88.63%
CMU_MED_DENT_AP6768,"up 30d,6h,34m",0,99.47%
CMU_MED_DENT_AP7826,"up 23d,19h,39m",0,87.66%
CMU_MED_DENT_AP7827,"up 8d,19h,39m",1,87.40%
CMU_MED_DENT_AP7828,"up 24d,19h,39m",1,87.62%
CMU_MED_DENT_AP7829,"up 27d,7h,34m",0,87.64%
CMU_MED_DENT_AP7830,"up 5d,19h,39m",0,87.61%
CMU_MED_DENT_AP7831,"up 0d,19h,39m",0,87.61%
CMU_MED_DENT_AP8241,"up 40d,10h,39m",0,77.82%
CMU_MED_DENT_AP8242,"up 40d,10h,39m",1,52.08%
CMU_MED_DENT_AP8243,"up 40d,10h,39m",0,98.05%
CMU_MED_DENTDORM_AP0251,"ma 98d,7h,37m",0,98.91%
CMU_MED_DENTDORM_AP0252,"ma 98d,7h,37m",0,98.07%
CMU_MED_DENTDORM_AP0253,"ma 98d,7h,37m",0,98.81%
CMU_MED_DENTDORM_AP0254,"ma 98d,7h,36m",0,98.91%
CMU_MED_DENTDORM_AP1760,"ma 98d,7h,37m",0,98.78%
CMU_MED_DENTDORM_AP1761,"ma 98d,7h,37m",0,98.73%
CMU_MED_DENTDORM_AP1762,"ma 98d,7h,37m",0,98.69%
CMU_MED_DENTDORM_AP1763,"ma 98d,7h,36m",0,98.82%
CMU_MED_DENTDORM_AP4308,"ma 98d,7h,36m",0,99.64%
CMU_MED_DENTDORM_AP4309,"ma 98d,7h,36m",0,99.64%
CMU_MED_DENTDORM_AP4310,"ma 98d,7h,36m",0,99.65%
CMU_MED_DENTDORM_AP4311,"ma 98d,7h,35m",0,98.98%
CMU_MED_DENTDORM_AP4312,"up 23d,6h,34m",1,98.67%
CMU_MED_DENTDORM_AP4313,"up 23d,6h,34m",1,99.51%
CMU_MED_DENTDORM_AP4314,"up 23d,6h,34m",5,99.60%
CMU_MED_DENTDORM_AP4315,"up 23d,6h,34m",3,99.42%
CMU_MED_DENTDORM_AP4316,"up 23d,6h,34m",1,99.51%
CMU_MED_DENTDORM_AP4317,"up 23d,6h,34m",3,99.60%
CMU_MED_DENTDORM_AP4318,"up 23d,6h,34m",1,99.60%
CMU_MED_DENTDORM_AP4319,"up 23d,6h,34m",0,99.61%
